temporada,producto,id_producto,id_ciudad,ciudad,unidades_vendidas,evento,fecha
primavera,agua,2,3,tonala,107,0,07/03/2024
primavera,agua,2,4,tlaquepaque,106,0,07/03/2024
primavera,agua,2,5,el_salto,88,0,07/03/2024
primavera,agua,2,6,tlajomulco,90,0,07/03/2024
primavera,bebida_energizante,4,1,zapopan,30,0,07/03/2024
primavera,bebida_energizante,4,2,guadalajara,31,0,07/03/2024
primavera,bebida_energizante,4,3,tonala,48,0,07/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,31,0,07/03/2024
primavera,bebida_energizante,4,5,el_salto,33,0,07/03/2024
primavera,bebida_energizante,4,6,tlajomulco,33,0,07/03/2024
primavera,jugo,3,1,zapopan,58,0,07/03/2024
primavera,jugo,3,2,guadalajara,54,0,07/03/2024
primavera,jugo,3,3,tonala,57,0,07/03/2024
primavera,jugo,3,4,tlaquepaque,58,0,07/03/2024
primavera,jugo,3,5,el_salto,54,0,07/03/2024
primavera,jugo,3,6,tlajomulco,41,0,07/03/2024
primavera,refresco,1,1,zapopan,118,0,07/03/2024
primavera,refresco,1,2,guadalajara,135,0,07/03/2024
primavera,refresco,1,3,tonala,112,0,07/03/2024
primavera,refresco,1,4,tlaquepaque,122,0,07/03/2024
primavera,refresco,1,5,el_salto,117,0,07/03/2024
primavera,refresco,1,6,tlajomulco,110,0,07/03/2024
primavera,agua,2,1,zapopan,109,0,08/03/2024
primavera,agua,2,2,guadalajara,85,0,08/03/2024
primavera,agua,2,3,tonala,115,0,08/03/2024
primavera,agua,2,4,tlaquepaque,101,0,08/03/2024
primavera,agua,2,5,el_salto,102,0,08/03/2024
primavera,agua,2,6,tlajomulco,103,0,08/03/2024
primavera,bebida_energizante,4,1,zapopan,32,0,08/03/2024
primavera,bebida_energizante,4,2,guadalajara,49,0,08/03/2024
primavera,bebida_energizante,4,3,tonala,32,0,08/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,50,0,08/03/2024
primavera,bebida_energizante,4,5,el_salto,27,0,08/03/2024
primavera,bebida_energizante,4,6,tlajomulco,35,0,08/03/2024
primavera,jugo,3,1,zapopan,41,0,08/03/2024
primavera,jugo,3,2,guadalajara,86,0,08/03/2024
primavera,jugo,3,3,tonala,78,0,08/03/2024
primavera,jugo,3,4,tlaquepaque,56,0,08/03/2024
primavera,jugo,3,5,el_salto,62,0,08/03/2024
primavera,jugo,3,6,tlajomulco,57,0,08/03/2024
primavera,refresco,1,1,zapopan,108,0,08/03/2024
primavera,refresco,1,2,guadalajara,133,0,08/03/2024
primavera,refresco,1,3,tonala,113,0,08/03/2024
primavera,refresco,1,4,tlaquepaque,126,0,08/03/2024
primavera,refresco,1,5,el_salto,121,0,08/03/2024
primavera,refresco,1,6,tlajomulco,103,0,08/03/2024
primavera,agua,2,1,zapopan,96,0,09/03/2024
primavera,agua,2,2,guadalajara,97,0,09/03/2024
primavera,agua,2,3,tonala,92,0,09/03/2024
primavera,agua,2,4,tlaquepaque,88,0,09/03/2024
primavera,agua,2,5,el_salto,95,0,09/03/2024
primavera,agua,2,6,tlajomulco,107,0,09/03/2024
primavera,bebida_energizante,4,1,zapopan,39,0,09/03/2024
primavera,bebida_energizante,4,2,guadalajara,47,0,09/03/2024
primavera,bebida_energizante,4,3,tonala,32,0,09/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,38,0,09/03/2024
primavera,bebida_energizante,4,5,el_salto,47,0,09/03/2024
primavera,bebida_energizante,4,6,tlajomulco,58,0,09/03/2024
primavera,jugo,3,1,zapopan,42,0,09/03/2024
primavera,jugo,3,2,guadalajara,47,0,09/03/2024
primavera,jugo,3,3,tonala,68,0,09/03/2024
primavera,jugo,3,4,tlaquepaque,61,0,09/03/2024
primavera,jugo,3,5,el_salto,58,0,09/03/2024
primavera,jugo,3,6,tlajomulco,69,0,09/03/2024
primavera,refresco,1,1,zapopan,108,0,09/03/2024
primavera,refresco,1,2,guadalajara,113,0,09/03/2024
primavera,refresco,1,3,tonala,122,0,09/03/2024
primavera,refresco,1,4,tlaquepaque,122,0,09/03/2024
primavera,refresco,1,5,el_salto,136,0,09/03/2024
primavera,refresco,1,6,tlajomulco,126,0,09/03/2024
primavera,agua,2,1,zapopan,89,0,10/03/2024
primavera,agua,2,2,guadalajara,111,0,10/03/2024
primavera,agua,2,3,tonala,98,0,10/03/2024
primavera,agua,2,4,tlaquepaque,108,0,10/03/2024
primavera,agua,2,5,el_salto,82,0,10/03/2024
primavera,agua,2,6,tlajomulco,109,0,10/03/2024
primavera,bebida_energizante,4,1,zapopan,32,0,10/03/2024
primavera,bebida_energizante,4,2,guadalajara,33,0,10/03/2024
primavera,bebida_energizante,4,3,tonala,26,0,10/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,39,0,10/03/2024
primavera,bebida_energizante,4,5,el_salto,25,0,10/03/2024
primavera,bebida_energizante,4,6,tlajomulco,37,0,10/03/2024
primavera,jugo,3,1,zapopan,57,0,10/03/2024
primavera,jugo,3,2,guadalajara,64,0,10/03/2024
primavera,jugo,3,3,tonala,55,0,10/03/2024
primavera,jugo,3,4,tlaquepaque,65,0,10/03/2024
primavera,jugo,3,5,el_salto,58,0,10/03/2024
primavera,jugo,3,6,tlajomulco,54,0,10/03/2024
primavera,refresco,1,1,zapopan,98,0,10/03/2024
primavera,refresco,1,2,guadalajara,138,0,10/03/2024
primavera,refresco,1,3,tonala,102,0,10/03/2024
primavera,refresco,1,4,tlaquepaque,122,0,10/03/2024
primavera,refresco,1,5,el_salto,124,0,10/03/2024
primavera,refresco,1,6,tlajomulco,109,0,10/03/2024
primavera,agua,2,1,zapopan,121,0,11/03/2024
primavera,agua,2,2,guadalajara,88,0,11/03/2024
primavera,agua,2,3,tonala,83,0,11/03/2024
primavera,agua,2,4,tlaquepaque,101,0,11/03/2024
primavera,agua,2,5,el_salto,99,0,11/03/2024
primavera,agua,2,6,tlajomulco,87,0,11/03/2024
primavera,bebida_energizante,4,1,zapopan,52,0,11/03/2024
primavera,bebida_energizante,4,2,guadalajara,36,0,11/03/2024
primavera,bebida_energizante,4,3,tonala,29,0,11/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,37,0,11/03/2024
primavera,bebida_energizante,4,5,el_salto,41,0,11/03/2024
primavera,bebida_energizante,4,6,tlajomulco,46,0,11/03/2024
primavera,jugo,3,1,zapopan,67,0,11/03/2024
primavera,jugo,3,2,guadalajara,41,0,11/03/2024
primavera,jugo,3,3,tonala,50,0,11/03/2024
primavera,jugo,3,4,tlaquepaque,57,0,11/03/2024
primavera,jugo,3,5,el_salto,60,0,11/03/2024
primavera,jugo,3,6,tlajomulco,50,0,11/03/2024
primavera,refresco,1,1,zapopan,117,0,11/03/2024
primavera,refresco,1,2,guadalajara,125,0,11/03/2024
primavera,refresco,1,3,tonala,108,0,11/03/2024
primavera,refresco,1,4,tlaquepaque,112,0,11/03/2024
primavera,refresco,1,5,el_salto,113,0,11/03/2024
primavera,refresco,1,6,tlajomulco,118,0,11/03/2024
primavera,agua,2,1,zapopan,110,0,12/03/2024
primavera,agua,2,2,guadalajara,95,0,12/03/2024
primavera,agua,2,3,tonala,102,0,12/03/2024
primavera,agua,2,4,tlaquepaque,87,0,12/03/2024
primavera,agua,2,5,el_salto,102,0,12/03/2024
primavera,agua,2,6,tlajomulco,105,0,12/03/2024
primavera,bebida_energizante,4,1,zapopan,38,0,12/03/2024
primavera,bebida_energizante,4,2,guadalajara,48,0,12/03/2024
primavera,bebida_energizante,4,3,tonala,39,0,12/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,31,0,12/03/2024
primavera,bebida_energizante,4,5,el_salto,43,0,12/03/2024
primavera,bebida_energizante,4,6,tlajomulco,43,0,12/03/2024
primavera,jugo,3,1,zapopan,69,0,12/03/2024
primavera,jugo,3,2,guadalajara,58,0,12/03/2024
primavera,jugo,3,3,tonala,63,0,12/03/2024
primavera,jugo,3,4,tlaquepaque,84,0,12/03/2024
primavera,jugo,3,5,el_salto,25,0,12/03/2024
primavera,jugo,3,6,tlajomulco,66,0,12/03/2024
primavera,refresco,1,1,zapopan,127,0,12/03/2024
primavera,refresco,1,2,guadalajara,111,0,12/03/2024
primavera,refresco,1,3,tonala,120,0,12/03/2024
primavera,refresco,1,4,tlaquepaque,119,0,12/03/2024
primavera,refresco,1,5,el_salto,87,0,12/03/2024
primavera,refresco,1,6,tlajomulco,131,0,12/03/2024
primavera,agua,2,1,zapopan,85,0,13/03/2024
primavera,agua,2,2,guadalajara,101,0,13/03/2024
primavera,agua,2,3,tonala,115,0,13/03/2024
primavera,agua,2,4,tlaquepaque,106,0,13/03/2024
primavera,agua,2,5,el_salto,97,0,13/03/2024
primavera,agua,2,6,tlajomulco,105,0,13/03/2024
primavera,bebida_energizante,4,1,zapopan,40,0,13/03/2024
primavera,bebida_energizante,4,2,guadalajara,48,0,13/03/2024
primavera,bebida_energizante,4,3,tonala,42,0,13/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,33,0,13/03/2024
primavera,bebida_energizante,4,5,el_salto,28,0,13/03/2024
primavera,bebida_energizante,4,6,tlajomulco,29,0,13/03/2024
primavera,jugo,3,1,zapopan,55,0,13/03/2024
primavera,jugo,3,2,guadalajara,50,0,13/03/2024
primavera,jugo,3,3,tonala,61,0,13/03/2024
primavera,jugo,3,4,tlaquepaque,33,0,13/03/2024
primavera,jugo,3,5,el_salto,59,0,13/03/2024
primavera,jugo,3,6,tlajomulco,73,0,13/03/2024
primavera,refresco,1,1,zapopan,127,0,13/03/2024
primavera,refresco,1,2,guadalajara,122,0,13/03/2024
primavera,refresco,1,3,tonala,127,0,13/03/2024
primavera,refresco,1,4,tlaquepaque,127,0,13/03/2024
primavera,refresco,1,5,el_salto,123,0,13/03/2024
primavera,refresco,1,6,tlajomulco,117,0,13/03/2024
primavera,agua,2,1,zapopan,88,0,14/03/2024
primavera,agua,2,2,guadalajara,91,0,14/03/2024
primavera,agua,2,3,tonala,88,0,14/03/2024
primavera,agua,2,4,tlaquepaque,96,0,14/03/2024
primavera,agua,2,5,el_salto,94,0,14/03/2024
primavera,agua,2,6,tlajomulco,94,0,14/03/2024
primavera,bebida_energizante,4,1,zapopan,30,0,14/03/2024
primavera,bebida_energizante,4,2,guadalajara,40,0,14/03/2024
primavera,bebida_energizante,4,3,tonala,49,0,14/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,37,0,14/03/2024
primavera,bebida_energizante,4,5,el_salto,33,0,14/03/2024
primavera,bebida_energizante,4,6,tlajomulco,32,0,14/03/2024
primavera,jugo,3,1,zapopan,62,0,14/03/2024
primavera,jugo,3,2,guadalajara,68,0,14/03/2024
primavera,jugo,3,3,tonala,62,0,14/03/2024
primavera,jugo,3,4,tlaquepaque,47,0,14/03/2024
primavera,jugo,3,5,el_salto,49,0,14/03/2024
primavera,jugo,3,6,tlajomulco,60,0,14/03/2024
primavera,refresco,1,1,zapopan,127,0,14/03/2024
primavera,refresco,1,2,guadalajara,121,0,14/03/2024
primavera,refresco,1,3,tonala,111,0,14/03/2024
primavera,refresco,1,4,tlaquepaque,122,0,14/03/2024
primavera,refresco,1,5,el_salto,116,0,14/03/2024
primavera,refresco,1,6,tlajomulco,128,0,14/03/2024
primavera,agua,2,1,zapopan,108,0,15/03/2024
primavera,agua,2,2,guadalajara,116,0,15/03/2024
primavera,agua,2,3,tonala,96,0,15/03/2024
primavera,agua,2,4,tlaquepaque,104,0,15/03/2024
primavera,agua,2,5,el_salto,100,0,15/03/2024
primavera,agua,2,6,tlajomulco,116,0,15/03/2024
primavera,bebida_energizante,4,1,zapopan,34,0,15/03/2024
primavera,bebida_energizante,4,2,guadalajara,51,0,15/03/2024
primavera,bebida_energizante,4,3,tonala,47,0,15/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,22,0,15/03/2024
primavera,bebida_energizante,4,5,el_salto,32,0,15/03/2024
primavera,bebida_energizante,4,6,tlajomulco,38,0,15/03/2024
primavera,jugo,3,1,zapopan,57,0,15/03/2024
primavera,jugo,3,2,guadalajara,61,0,15/03/2024
primavera,jugo,3,3,tonala,84,0,15/03/2024
primavera,jugo,3,4,tlaquepaque,54,0,15/03/2024
primavera,jugo,3,5,el_salto,77,0,15/03/2024
primavera,jugo,3,6,tlajomulco,66,0,15/03/2024
primavera,refresco,1,1,zapopan,110,0,15/03/2024
primavera,refresco,1,2,guadalajara,100,0,15/03/2024
primavera,refresco,1,3,tonala,107,0,15/03/2024
primavera,refresco,1,4,tlaquepaque,115,0,15/03/2024
primavera,refresco,1,5,el_salto,97,0,15/03/2024
primavera,refresco,1,6,tlajomulco,114,0,15/03/2024
primavera,agua,2,1,zapopan,109,0,16/03/2024
primavera,agua,2,2,guadalajara,103,0,16/03/2024
primavera,agua,2,3,tonala,80,0,16/03/2024
primavera,agua,2,4,tlaquepaque,77,0,16/03/2024
primavera,agua,2,5,el_salto,90,0,16/03/2024
primavera,agua,2,6,tlajomulco,100,0,16/03/2024
primavera,bebida_energizante,4,1,zapopan,42,0,16/03/2024
primavera,bebida_energizante,4,2,guadalajara,23,0,16/03/2024
primavera,bebida_energizante,4,3,tonala,52,0,16/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,46,0,16/03/2024
primavera,bebida_energizante,4,5,el_salto,30,0,16/03/2024
primavera,bebida_energizante,4,6,tlajomulco,40,0,16/03/2024
primavera,jugo,3,1,zapopan,57,0,16/03/2024
primavera,jugo,3,2,guadalajara,53,0,16/03/2024
primavera,jugo,3,3,tonala,54,0,16/03/2024
primavera,jugo,3,4,tlaquepaque,60,0,16/03/2024
primavera,jugo,3,5,el_salto,56,0,16/03/2024
primavera,jugo,3,6,tlajomulco,43,0,16/03/2024
primavera,refresco,1,1,zapopan,108,0,16/03/2024
primavera,refresco,1,2,guadalajara,134,0,16/03/2024
primavera,refresco,1,3,tonala,119,0,16/03/2024
primavera,refresco,1,4,tlaquepaque,131,0,16/03/2024
primavera,refresco,1,5,el_salto,107,0,16/03/2024
primavera,refresco,1,6,tlajomulco,112,0,16/03/2024
primavera,agua,2,1,zapopan,116,0,17/03/2024
primavera,agua,2,2,guadalajara,100,0,17/03/2024
primavera,agua,2,3,tonala,106,0,17/03/2024
primavera,agua,2,4,tlaquepaque,117,0,17/03/2024
primavera,agua,2,5,el_salto,89,0,17/03/2024
primavera,agua,2,6,tlajomulco,96,0,17/03/2024
primavera,bebida_energizante,4,1,zapopan,30,0,17/03/2024
primavera,bebida_energizante,4,2,guadalajara,39,0,17/03/2024
primavera,bebida_energizante,4,3,tonala,28,0,17/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,49,0,17/03/2024
primavera,bebida_energizante,4,5,el_salto,35,0,17/03/2024
primavera,bebida_energizante,4,6,tlajomulco,27,0,17/03/2024
primavera,jugo,3,1,zapopan,69,0,17/03/2024
primavera,jugo,3,2,guadalajara,62,0,17/03/2024
primavera,jugo,3,3,tonala,34,0,17/03/2024
primavera,jugo,3,4,tlaquepaque,55,0,17/03/2024
primavera,jugo,3,5,el_salto,49,0,17/03/2024
primavera,jugo,3,6,tlajomulco,52,0,17/03/2024
primavera,refresco,1,1,zapopan,122,0,17/03/2024
primavera,refresco,1,2,guadalajara,113,0,17/03/2024
primavera,refresco,1,3,tonala,121,0,17/03/2024
primavera,refresco,1,4,tlaquepaque,116,0,17/03/2024
primavera,refresco,1,5,el_salto,113,0,17/03/2024
primavera,refresco,1,6,tlajomulco,122,0,17/03/2024
primavera,agua,2,1,zapopan,98,0,18/03/2024
primavera,agua,2,2,guadalajara,98,0,18/03/2024
primavera,agua,2,3,tonala,94,0,18/03/2024
primavera,agua,2,4,tlaquepaque,99,0,18/03/2024
primavera,agua,2,5,el_salto,86,0,18/03/2024
primavera,agua,2,6,tlajomulco,105,0,18/03/2024
primavera,bebida_energizante,4,1,zapopan,20,0,18/03/2024
primavera,bebida_energizante,4,2,guadalajara,41,0,18/03/2024
primavera,bebida_energizante,4,3,tonala,32,0,18/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,38,0,18/03/2024
primavera,bebida_energizante,4,5,el_salto,50,0,18/03/2024
primavera,bebida_energizante,4,6,tlajomulco,47,0,18/03/2024
primavera,jugo,3,1,zapopan,53,0,18/03/2024
primavera,jugo,3,2,guadalajara,51,0,18/03/2024
primavera,jugo,3,3,tonala,68,0,18/03/2024
primavera,jugo,3,4,tlaquepaque,68,0,18/03/2024
primavera,jugo,3,5,el_salto,46,0,18/03/2024
primavera,jugo,3,6,tlajomulco,65,0,18/03/2024
primavera,refresco,1,1,zapopan,126,0,18/03/2024
primavera,refresco,1,2,guadalajara,116,0,18/03/2024
primavera,refresco,1,3,tonala,121,0,18/03/2024
primavera,refresco,1,4,tlaquepaque,108,0,18/03/2024
primavera,refresco,1,5,el_salto,132,0,18/03/2024
primavera,refresco,1,6,tlajomulco,122,0,18/03/2024
primavera,agua,2,1,zapopan,97,0,19/03/2024
primavera,agua,2,2,guadalajara,88,0,19/03/2024
primavera,agua,2,3,tonala,101,0,19/03/2024
primavera,agua,2,4,tlaquepaque,97,0,19/03/2024
primavera,agua,2,5,el_salto,92,0,19/03/2024
primavera,agua,2,6,tlajomulco,106,0,19/03/2024
primavera,bebida_energizante,4,1,zapopan,34,0,19/03/2024
primavera,bebida_energizante,4,2,guadalajara,18,0,19/03/2024
primavera,bebida_energizante,4,3,tonala,47,0,19/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,49,0,19/03/2024
primavera,bebida_energizante,4,5,el_salto,54,0,19/03/2024
primavera,bebida_energizante,4,6,tlajomulco,51,0,19/03/2024
primavera,jugo,3,1,zapopan,48,0,19/03/2024
primavera,jugo,3,2,guadalajara,79,0,19/03/2024
primavera,jugo,3,3,tonala,64,0,19/03/2024
primavera,jugo,3,4,tlaquepaque,71,0,19/03/2024
primavera,jugo,3,5,el_salto,62,0,19/03/2024
primavera,jugo,3,6,tlajomulco,62,0,19/03/2024
primavera,refresco,1,1,zapopan,133,0,19/03/2024
primavera,refresco,1,2,guadalajara,119,0,19/03/2024
primavera,refresco,1,3,tonala,132,0,19/03/2024
primavera,refresco,1,4,tlaquepaque,117,0,19/03/2024
primavera,refresco,1,5,el_salto,121,0,19/03/2024
primavera,refresco,1,6,tlajomulco,109,0,19/03/2024
primavera,agua,2,1,zapopan,105,0,20/03/2024
primavera,agua,2,2,guadalajara,84,0,20/03/2024
primavera,agua,2,3,tonala,106,0,20/03/2024
primavera,agua,2,4,tlaquepaque,96,0,20/03/2024
primavera,agua,2,5,el_salto,86,0,20/03/2024
primavera,agua,2,6,tlajomulco,86,0,20/03/2024
primavera,bebida_energizante,4,1,zapopan,41,0,20/03/2024
primavera,bebida_energizante,4,2,guadalajara,46,0,20/03/2024
primavera,bebida_energizante,4,3,tonala,41,0,20/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,45,0,20/03/2024
primavera,bebida_energizante,4,5,el_salto,37,0,20/03/2024
primavera,bebida_energizante,4,6,tlajomulco,41,0,20/03/2024
primavera,jugo,3,1,zapopan,60,0,20/03/2024
primavera,jugo,3,2,guadalajara,51,0,20/03/2024
primavera,jugo,3,3,tonala,53,0,20/03/2024
primavera,jugo,3,4,tlaquepaque,49,0,20/03/2024
primavera,jugo,3,5,el_salto,51,0,20/03/2024
primavera,jugo,3,6,tlajomulco,71,0,20/03/2024
primavera,refresco,1,1,zapopan,129,0,20/03/2024
primavera,refresco,1,2,guadalajara,115,0,20/03/2024
primavera,refresco,1,3,tonala,108,0,20/03/2024
primavera,refresco,1,4,tlaquepaque,122,0,20/03/2024
primavera,refresco,1,5,el_salto,124,0,20/03/2024
primavera,refresco,1,6,tlajomulco,129,0,20/03/2024
primavera,agua,2,1,zapopan,111,0,21/03/2024
primavera,agua,2,2,guadalajara,110,0,21/03/2024
primavera,agua,2,3,tonala,118,0,21/03/2024
primavera,agua,2,4,tlaquepaque,98,0,21/03/2024
primavera,agua,2,5,el_salto,104,0,21/03/2024
primavera,agua,2,6,tlajomulco,104,0,21/03/2024
primavera,bebida_energizante,4,1,zapopan,31,0,21/03/2024
primavera,bebida_energizante,4,2,guadalajara,20,0,21/03/2024
primavera,bebida_energizante,4,3,tonala,34,0,21/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,28,0,21/03/2024
primavera,bebida_energizante,4,5,el_salto,62,0,21/03/2024
primavera,bebida_energizante,4,6,tlajomulco,47,0,21/03/2024
primavera,jugo,3,1,zapopan,73,0,21/03/2024
primavera,jugo,3,2,guadalajara,60,0,21/03/2024
primavera,jugo,3,3,tonala,81,0,21/03/2024
primavera,jugo,3,4,tlaquepaque,43,0,21/03/2024
primavera,jugo,3,5,el_salto,63,0,21/03/2024
primavera,jugo,3,6,tlajomulco,62,0,21/03/2024
primavera,refresco,1,1,zapopan,131,0,21/03/2024
primavera,refresco,1,2,guadalajara,130,0,21/03/2024
primavera,refresco,1,3,tonala,119,0,21/03/2024
primavera,refresco,1,4,tlaquepaque,119,0,21/03/2024
primavera,refresco,1,5,el_salto,126,0,21/03/2024
primavera,refresco,1,6,tlajomulco,112,0,21/03/2024
primavera,agua,2,1,zapopan,99,0,22/03/2024
primavera,agua,2,2,guadalajara,103,0,22/03/2024
primavera,agua,2,3,tonala,97,0,22/03/2024
primavera,agua,2,4,tlaquepaque,113,0,22/03/2024
primavera,agua,2,5,el_salto,99,0,22/03/2024
primavera,agua,2,6,tlajomulco,86,0,22/03/2024
primavera,bebida_energizante,4,1,zapopan,38,0,22/03/2024
primavera,bebida_energizante,4,2,guadalajara,44,0,22/03/2024
primavera,bebida_energizante,4,3,tonala,40,0,22/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,35,0,22/03/2024
primavera,bebida_energizante,4,5,el_salto,43,0,22/03/2024
primavera,bebida_energizante,4,6,tlajomulco,22,0,22/03/2024
primavera,jugo,3,1,zapopan,55,0,22/03/2024
primavera,jugo,3,2,guadalajara,74,0,22/03/2024
primavera,jugo,3,3,tonala,60,0,22/03/2024
primavera,jugo,3,4,tlaquepaque,44,0,22/03/2024
primavera,jugo,3,5,el_salto,52,0,22/03/2024
primavera,jugo,3,6,tlajomulco,72,0,22/03/2024
primavera,refresco,1,1,zapopan,128,0,22/03/2024
primavera,refresco,1,2,guadalajara,116,0,22/03/2024
primavera,refresco,1,3,tonala,115,0,22/03/2024
primavera,refresco,1,4,tlaquepaque,136,0,22/03/2024
primavera,refresco,1,5,el_salto,127,0,22/03/2024
primavera,refresco,1,6,tlajomulco,114,0,22/03/2024
primavera,agua,2,1,zapopan,102,0,23/03/2024
primavera,agua,2,2,guadalajara,85,0,23/03/2024
primavera,agua,2,3,tonala,102,0,23/03/2024
primavera,agua,2,4,tlaquepaque,115,0,23/03/2024
primavera,agua,2,5,el_salto,98,0,23/03/2024
primavera,agua,2,6,tlajomulco,94,0,23/03/2024
primavera,bebida_energizante,4,1,zapopan,48,0,23/03/2024
primavera,bebida_energizante,4,2,guadalajara,29,0,23/03/2024
primavera,bebida_energizante,4,3,tonala,27,0,23/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,38,0,23/03/2024
primavera,bebida_energizante,4,5,el_salto,39,0,23/03/2024
primavera,bebida_energizante,4,6,tlajomulco,31,0,23/03/2024
primavera,jugo,3,1,zapopan,70,0,23/03/2024
primavera,jugo,3,2,guadalajara,62,0,23/03/2024
primavera,jugo,3,3,tonala,60,0,23/03/2024
primavera,jugo,3,4,tlaquepaque,69,0,23/03/2024
primavera,jugo,3,5,el_salto,61,0,23/03/2024
primavera,jugo,3,6,tlajomulco,81,0,23/03/2024
primavera,refresco,1,1,zapopan,108,0,23/03/2024
primavera,refresco,1,2,guadalajara,124,0,23/03/2024
primavera,refresco,1,3,tonala,141,0,23/03/2024
primavera,refresco,1,4,tlaquepaque,131,0,23/03/2024
primavera,refresco,1,5,el_salto,114,0,23/03/2024
primavera,refresco,1,6,tlajomulco,121,0,23/03/2024
primavera,agua,2,1,zapopan,105,0,24/03/2024
primavera,agua,2,2,guadalajara,92,0,24/03/2024
primavera,agua,2,3,tonala,90,0,24/03/2024
primavera,agua,2,4,tlaquepaque,93,0,24/03/2024
primavera,agua,2,5,el_salto,100,0,24/03/2024
primavera,agua,2,6,tlajomulco,116,0,24/03/2024
primavera,bebida_energizante,4,1,zapopan,33,0,24/03/2024
primavera,bebida_energizante,4,2,guadalajara,35,0,24/03/2024
primavera,bebida_energizante,4,3,tonala,41,0,24/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,35,0,24/03/2024
primavera,bebida_energizante,4,5,el_salto,51,0,24/03/2024
primavera,bebida_energizante,4,6,tlajomulco,45,0,24/03/2024
primavera,jugo,3,1,zapopan,56,0,24/03/2024
primavera,jugo,3,2,guadalajara,66,0,24/03/2024
primavera,jugo,3,3,tonala,55,0,24/03/2024
primavera,jugo,3,4,tlaquepaque,41,0,24/03/2024
primavera,jugo,3,5,el_salto,61,0,24/03/2024
primavera,jugo,3,6,tlajomulco,62,0,24/03/2024
primavera,refresco,1,1,zapopan,138,0,24/03/2024
primavera,refresco,1,2,guadalajara,101,0,24/03/2024
primavera,refresco,1,3,tonala,106,0,24/03/2024
primavera,refresco,1,4,tlaquepaque,106,0,24/03/2024
primavera,refresco,1,5,el_salto,118,0,24/03/2024
primavera,refresco,1,6,tlajomulco,128,0,24/03/2024
primavera,agua,2,1,zapopan,98,0,25/03/2024
primavera,agua,2,2,guadalajara,113,0,25/03/2024
primavera,agua,2,3,tonala,89,0,25/03/2024
primavera,agua,2,4,tlaquepaque,103,0,25/03/2024
primavera,agua,2,5,el_salto,103,0,25/03/2024
primavera,agua,2,6,tlajomulco,106,0,25/03/2024
primavera,bebida_energizante,4,1,zapopan,51,0,25/03/2024
primavera,bebida_energizante,4,2,guadalajara,37,0,25/03/2024
primavera,bebida_energizante,4,3,tonala,30,0,25/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,64,0,25/03/2024
primavera,bebida_energizante,4,5,el_salto,37,0,25/03/2024
primavera,bebida_energizante,4,6,tlajomulco,28,0,25/03/2024
primavera,jugo,3,1,zapopan,60,0,25/03/2024
primavera,jugo,3,2,guadalajara,71,0,25/03/2024
primavera,jugo,3,3,tonala,71,0,25/03/2024
primavera,jugo,3,4,tlaquepaque,50,0,25/03/2024
primavera,jugo,3,5,el_salto,65,0,25/03/2024
primavera,jugo,3,6,tlajomulco,76,0,25/03/2024
primavera,refresco,1,1,zapopan,128,0,25/03/2024
primavera,refresco,1,2,guadalajara,122,0,25/03/2024
primavera,refresco,1,3,tonala,96,0,25/03/2024
primavera,refresco,1,4,tlaquepaque,116,0,25/03/2024
primavera,refresco,1,5,el_salto,108,0,25/03/2024
primavera,refresco,1,6,tlajomulco,113,0,25/03/2024
primavera,agua,2,1,zapopan,99,0,26/03/2024
primavera,agua,2,2,guadalajara,107,0,26/03/2024
primavera,agua,2,3,tonala,102,0,26/03/2024
primavera,agua,2,4,tlaquepaque,97,0,26/03/2024
primavera,agua,2,5,el_salto,106,0,26/03/2024
primavera,agua,2,6,tlajomulco,104,0,26/03/2024
primavera,bebida_energizante,4,1,zapopan,41,0,26/03/2024
primavera,bebida_energizante,4,2,guadalajara,44,0,26/03/2024
primavera,bebida_energizante,4,3,tonala,46,0,26/03/2024
primavera,bebida_energizante,4,4,tlaquepaque,41,0,26/03/2024
primavera,bebida_energizante,4,5,el_salto,28,0,26/03/2024
primavera,bebida_energizante,4,6,tlajomulco,40,0,26/03/2024
primavera,jugo,3,1,zapopan,38,0,26/03/2024
primavera,jugo,3,2,guadalajara,56,0,26/03/2024
primavera,jugo,3,3,tonala,64,0,26/03/2024
primavera,jugo,3,4,tlaquepaque,53,0,26/03/2024
primavera,jugo,3,5,el_salto,60,0,26/03/2024
